cat,name,price,rating
Add a comment,"The End of Faith: Religion, Terror, and the Future of Reason",22.13 £,Four star(s)
Add a comment,The Complete Poems,41.32 £,Five star(s)
Add a comment,The Catcher in the Rye,24.55 £,One star(s)
Add a comment,The Case for Christ (Cases for Christianity),47.84 £,One star(s)
Add a comment,The Blind Side: Evolution of a Game,53.71 £,Five star(s)
Add a comment,Seven Days in the Art World,52.33 £,Two star(s)
Add a comment,Sarah's Key,46.29 £,One star(s)
Add a comment,Rogue Lawyer (Rogue Lawyer #1),50.11 £,Three star(s)
Add a comment,Manuscript Found in Accra,34.98 £,Two star(s)
Add a comment,Fire Bound (Sea Haven/Sisters of the Heart #5),21.28 £,Four star(s)
Add a comment,Cosmos,36.17 £,Two star(s)
Add a comment,#GIRLBOSS,50.96 £,One star(s)
Add a comment,The Sense of an Ending,31.38 £,Three star(s)
Add a comment,The Republic,33.78 £,Three star(s)
Add a comment,The Odyssey,29.64 £,Three star(s)
Add a comment,The Light of the Fireflies,54.43 £,One star(s)
Add a comment,The Iliad,16.16 £,One star(s)
Add a comment,The Communist Manifesto,14.76 £,Three star(s)
Add a comment,Lord of the Flies,24.89 £,Three star(s)
Fantasy,Unicorn Tracks,18.78 £,Three star(s)
Fantasy,"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02 £,Three star(s)
Fantasy,Princess Between Worlds (Wide-Awake Princess #5),13.34 £,Five star(s)
Fantasy,Masks and Shadows,56.40 £,Two star(s)
Fantasy,Crown of Midnight (Throne of Glass #2),43.29 £,Three star(s)
Fantasy,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09 £,Two star(s)
Fantasy,A Court of Thorns and Roses (A Court of Thorns and Roses #1),52.37 £,One star(s)
Fantasy,Throne of Glass (Throne of Glass #1),35.07 £,Three star(s)
Fantasy,The Glittering Court (The Glittering Court #1),44.28 £,One star(s)
Fantasy,Hollow City (Miss Peregrine’s Peculiar Children #2),42.98 £,One star(s)
Fantasy,The Star-Touched Queen,46.02 £,Five star(s)
Fantasy,The Hidden Oracle (The Trials of Apollo #1),52.26 £,Two star(s)
Fantasy,The Bane Chronicles (The Bane Chronicles #1-11),44.73 £,Four star(s)
Fantasy,Island of Dragons (Unwanteds #7),29.65 £,One star(s)
Fantasy,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51 £,Five star(s)
Fantasy,City of Glass (The Mortal Instruments #3),56.02 £,Four star(s)
Fantasy,Searching for Meaning in Gailana,38.73 £,One star(s)
Fantasy,The Star-Touched Queen,32.30 £,Five star(s)
Fantasy,A Shard of Ice (The Black Symphony Saga #1),56.63 £,Three star(s)
Fantasy,King's Folly (The Kinsman Chronicles #1),39.61 £,Five star(s)
Fantasy,Every Heart a Doorway (Every Heart A Doorway #1),12.16 £,Five star(s)
Fantasy,A Gathering of Shadows (Shades of Magic #2),44.81 £,Four star(s)
Fantasy,The Raven Boys (The Raven Cycle #1),57.74 £,Four star(s)
Fantasy,The False Prince (The Ascendance Trilogy #1),56.00 £,Five star(s)
Fantasy,Tell the Wind and Fire,45.51 £,Three star(s)
Fantasy,A Feast for Crows (A Song of Ice and Fire #4),17.21 £,Four star(s)
Fantasy,The Demonists (Demonist #1),52.11 £,Two star(s)
Fantasy,The Beast (Black Dagger Brotherhood #14),46.08 £,Five star(s)
Fantasy,Paper and Fire (The Great Library #2),49.45 £,Five star(s)
Fantasy,Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63 £,Four star(s)
Fantasy,Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75 £,Five star(s)
Fantasy,Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74 £,One star(s)
Fantasy,The Rose & the Dagger (The Wrath and the Dawn #2),58.64 £,Four star(s)
Fantasy,Soldier (Talon #3),24.72 £,Two star(s)
Fantasy,Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46 £,Two star(s)
Fantasy,Heir to the Sky,44.07 £,Four star(s)
Fantasy,Eragon (The Inheritance Cycle #1),43.87 £,Three star(s)
Fantasy,Darkfever (Fever #1),56.02 £,One star(s)
Fantasy,Ash,22.06 £,Four star(s)
Fantasy,A Storm of Swords (A Song of Ice and Fire #3),31.22 £,Two star(s)
Fantasy,Vampire Girl (Vampire Girl #1),53.82 £,Two star(s)
Fantasy,The Silent Twin (Detective Jennifer Knight #3),36.25 £,Three star(s)
Fantasy,The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38 £,One star(s)
Fantasy,Sister Sable (The Mad Queen #1),13.33 £,Three star(s)
Fantasy,Shadow Rites (Jane Yellowrock #10),21.72 £,Four star(s)
Fantasy,Origins (Alphas 0.5),28.99 £,One star(s)
Fantasy,One Second (Seven #7),52.94 £,Two star(s)
Fantasy,Myriad (Prentor #1),58.75 £,Four star(s)
New Adult,Without Borders (Wanderlove #1),45.07 £,Two star(s)
New Adult,The Mistake (Off-Campus #2),43.29 £,Three star(s)
New Adult,The Matchmaker's Playbook (Wingmen Inc. #1),55.85 £,One star(s)
New Adult,The Hook Up (Game On #1),36.29 £,Five star(s)
New Adult,Shameless,58.35 £,Three star(s)
New Adult,Off Sides (Off #1),39.45 £,Five star(s)
Young Adult,The Requiem Red,22.65 £,One star(s)
Young Adult,Set Me Free,17.46 £,Five star(s)
Young Adult,The Natural History of Us (The Fine Art of Pretending #2),45.22 £,Three star(s)
Young Adult,Obsidian (Lux #1),14.86 £,Two star(s)
Young Adult,Burning,28.81 £,Three star(s)
Young Adult,A Fierce and Subtle Poison,28.13 £,Four star(s)
Young Adult,Scarlett Epstein Hates It Here,43.55 £,Five star(s)
Young Adult,"Nightingale, Sing",38.28 £,One star(s)
Young Adult,Library of Souls (Miss Peregrine’s Peculiar Children #3),48.56 £,Five star(s)
Young Adult,Frostbite (Vampire Academy #2),29.99 £,Five star(s)
Young Adult,Wild Swans,14.36 £,Two star(s)
Young Adult,Until Friday Night (The Field Party #1),46.31 £,Two star(s)
Young Adult,This Is Where It Ends,27.12 £,Two star(s)
Young Adult,The Darkest Lie,35.35 £,Five star(s)
Young Adult,My Kind of Crazy,40.36 £,One star(s)
Young Adult,Don't Get Caught,55.35 £,One star(s)
Young Adult,Catching Jordan (Hundred Oaks),50.83 £,Three star(s)
Young Adult,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14 £,Four star(s)
Young Adult,The Epidemic (The Program 0.6),14.44 £,Five star(s)
Young Adult,Stars Above (The Lunar Chronicles #4.5),48.05 £,Two star(s)
Young Adult,No Love Allowed (Dodge Cove #1),54.65 £,Four star(s)
Young Adult,"Exit, Pursued by a Bear",51.34 £,Four star(s)
Young Adult,The Alien Club,54.40 £,One star(s)
Young Adult,Don't Forget Steven,33.23 £,One star(s)
Young Adult,South of Sunshine,28.93 £,One star(s)
Young Adult,My Life Next Door (My Life Next Door ),36.39 £,Five star(s)
Young Adult,Future Shock (Future Shock #1),55.65 £,Five star(s)
Young Adult,Nightstruck: A Novel,50.35 £,Four star(s)
Young Adult,Tell the Wolves I'm Home,50.96 £,Two star(s)
Young Adult,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31 £,Four star(s)
Young Adult,Where She Went (If I Stay #2),41.73 £,Four star(s)
Young Adult,Two Summers,14.64 £,One star(s)
Young Adult,The Darkest Corners,11.33 £,Five star(s)
Young Adult,Tell Me Three Things,41.81 £,One star(s)
Young Adult,Lola and the Boy Next Door (Anna and the French Kiss #2),23.63 £,Four star(s)
Young Adult,Kill the Boy Band,15.52 £,Five star(s)
Young Adult,Isla and the Happily Ever After (Anna and the French Kiss #3),48.13 £,Five star(s)
Young Adult,An Abundance of Katherines,10.00 £,Five star(s)
Young Adult,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17 £,Four star(s)
Young Adult,Walk the Edge (Thunder Road #2),32.36 £,Three star(s)
Young Adult,Two Boys Kissing,32.74 £,Two star(s)
Young Adult,The New Guy (and Other Senior Year Distractions),44.92 £,Three star(s)
Young Adult,"The Land of 10,000 Madonnas",29.64 £,Four star(s)
Young Adult,Scarlet (The Lunar Chronicles #2),14.57 £,Four star(s)
Young Adult,Legend (Legend #1),43.69 £,Four star(s)
Young Adult,Lady Renegades (Rebel Belle #3),53.04 £,Five star(s)
Young Adult,Golden (Heart of Dread #3),42.21 £,Four star(s)
Young Adult,Cinder (The Lunar Chronicles #1),26.09 £,One star(s)
Young Adult,Boy Meets Boy,21.12 £,Three star(s)
Young Adult,Annie on My Mind,36.83 £,Five star(s)
Young Adult,New Moon (Twilight #2),12.86 £,Four star(s)
Young Adult,Girl Online On Tour (Girl Online #2),53.47 £,One star(s)
Young Adult,The Haters,27.89 £,Five star(s)
Young Adult,The Art of Not Breathing,40.83 £,Four star(s)
Science,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,42.96 £,Four star(s)
Science,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,57.36 £,Five star(s)
Science,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74 £,Four star(s)
Science,Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55 £,One star(s)
Science,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91 £,One star(s)
Science,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41 £,One star(s)
Science,The Origin of Species,10.01 £,Four star(s)
Science,The Grand Design,13.76 £,Three star(s)
Science,Peak: Secrets from the New Science of Expertise,16.28 £,Two star(s)
Science,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03 £,Four star(s)
Science,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35 £,Five star(s)
Science,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83 £,Two star(s)
Science,Seven Brief Lessons on Physics,30.60 £,Four star(s)
Science,The Selfish Gene,29.45 £,One star(s)
Poetry,A Light in the Attic,51.77 £,Three star(s)
Poetry,The Black Maria,52.15 £,One star(s)
Poetry,Shakespeare's Sonnets,20.66 £,Four star(s)
Poetry,Olio,23.88 £,One star(s)
Poetry,You can't bury them all: Poems,33.63 £,Two star(s)
Poetry,Slow States of Collapse: Poems,57.31 £,Three star(s)
Poetry,Untitled Collection: Sabbath Poems 2014,14.27 £,Four star(s)
Poetry,Poems That Make Grown Women Cry,14.19 £,Four star(s)
Poetry,Night Sky with Exit Wounds,41.05 £,One star(s)
Poetry,salt.,46.78 £,Four star(s)
Poetry,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89 £,Five star(s)
Poetry,Out of Print: City Lights Spotlight No. 14,53.64 £,Five star(s)
Poetry,Les Fleurs du Mal,29.04 £,Five star(s)
Poetry,Howl and Other Poems,40.45 £,Two star(s)
Poetry,Leave This Song Behind: Teen Poetry at Its Best,51.17 £,Five star(s)
Poetry,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42 £,Five star(s)
Poetry,The Crossover,38.77 £,Four star(s)
Poetry,Booked,17.49 £,Five star(s)
Poetry,Twenty Love Poems and a Song of Despair,30.95 £,Four star(s)
Paranormal,"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.40 £,One star(s)
Art,Wall and Piece,44.18 £,Four star(s)
Art,Feathers: Displays of Brilliant Plumage,49.05 £,Three star(s)
Art,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63 £,Four star(s)
Art,The New Drawing on the Right Side of the Brain,43.02 £,Three star(s)
Art,History of Beauty,10.29 £,Four star(s)
Art,The Story of Art,41.14 £,Four star(s)
Art,The Art Book,32.34 £,Two star(s)
Art,Ways of Seeing,39.51 £,Five star(s)
Psychology,The Lucifer Effect: Understanding How Good People Turn Evil,10.40 £,One star(s)
Psychology,The Golden Condom: And Other Essays on Love Lost and Found,39.43 £,One star(s)
Psychology,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27 £,Three star(s)
Psychology,An Unquiet Mind: A Memoir of Moods and Madness,21.30 £,Three star(s)
Psychology,"Thinking, Fast and Slow",21.14 £,One star(s)
Psychology,Civilization and Its Discontents,59.95 £,Two star(s)
Psychology,8 Keys to Mental Health Through Exercise,31.04 £,One star(s)
Autobiography,The Argonauts,10.93 £,Two star(s)
Autobiography,M Train,27.18 £,One star(s)
Autobiography,Lab Girl,40.85 £,One star(s)
Autobiography,Approval Junkie: Adventures in Caring Too Much,58.81 £,Five star(s)
Autobiography,Running with Scissors,12.91 £,Four star(s)
Autobiography,Me Talk Pretty One Day,57.60 £,Two star(s)
Autobiography,Lust & Wonder,11.87 £,Two star(s)
Autobiography,Life Without a Recipe,59.04 £,Five star(s)
Autobiography,A Heartbreaking Work of Staggering Genius,54.29 £,Five star(s)
Parenting,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35 £,Two star(s)
Adult Fiction,Fifty Shades Freed (Fifty Shades #3),15.36 £,Five star(s)
Humor,The Long Haul (Diary of a Wimpy Kid #9),44.07 £,One star(s)
Humor,Old School (Diary of a Wimpy Kid #10),11.83 £,Five star(s)
Humor,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98 £,Four star(s)
Humor,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75 £,Five star(s)
Humor,Dress Your Family in Corduroy and Denim,43.68 £,Three star(s)
Humor,Toddlers Are A**holes: It's Not Your Fault,25.55 £,One star(s)
Humor,When You Are Engulfed in Flames,30.89 £,Five star(s)
Humor,Naked,31.69 £,Three star(s)
Humor,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.50 £,Five star(s)
Humor,Holidays on Ice,51.07 £,Two star(s)
Horror,Security,39.25 £,Two star(s)
Horror,Follow You Home,21.36 £,One star(s)
Horror,The Loney,23.40 £,One star(s)
Horror,Pet Sematary,10.56 £,Three star(s)
Horror,Doctor Sleep (The Shining #2),40.12 £,Two star(s)
Horror,Psycho: Sanitarium (Psycho #1.5),36.97 £,Five star(s)
Horror,Can You Keep a Secret? (Fear Street Relaunch #4),48.64 £,One star(s)
Horror,Red Dragon (Hannibal Lecter #1),23.37 £,Three star(s)
Horror,Dracula the Un-Dead,35.63 £,Five star(s)
Horror,Night Shift (Night Shift #1-20),12.75 £,Four star(s)
Horror,Needful Things,47.51 £,Four star(s)
Horror,Misery,34.79 £,Two star(s)
Horror,It,25.01 £,Three star(s)
Horror,'Salem's Lot,49.56 £,Four star(s)
Horror,The Stand,57.86 £,Two star(s)
Horror,The Girl with All the Gifts,49.47 £,Three star(s)
Horror,House of Leaves,54.89 £,One star(s)
History,Sapiens: A Brief History of Humankind,54.23 £,Five star(s)
History,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52 £,One star(s)
History,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73 £,One star(s)
History,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28 £,Two star(s)
History,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64 £,One star(s)
History,Zealot: The Life and Times of Jesus of Nazareth,24.70 £,Three star(s)
History,A Distant Mirror: The Calamitous 14th Century,14.58 £,Three star(s)
History,1491: New Revelations of the Americas Before Columbus,21.80 £,Three star(s)
History,Brilliant Beacons: A History of the American Lighthouse,11.45 £,Three star(s)
History,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48 £,Five star(s)
History,A Short History of Nearly Everything,52.40 £,Five star(s)
History,The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67 £,Two star(s)
History,Catherine the Great: Portrait of a Woman,58.55 £,Four star(s)
History,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91 £,Five star(s)
History,The Hiding Place,55.91 £,Four star(s)
History,America's War for the Greater Middle East: A Military History,51.22 £,Two star(s)
History,The Guns of August,14.54 £,Two star(s)
History,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.70 £,Two star(s)
Food and Drink,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52 £,Three star(s)
Food and Drink,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",56.41 £,One star(s)
Food and Drink,My Paris Kitchen: Recipes and Stories,33.37 £,Two star(s)
Food and Drink,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02 £,Four star(s)
Food and Drink,"Layered: Baking, Building, and Styling Spectacular Cakes",40.11 £,One star(s)
Food and Drink,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.34 £,Five star(s)
Food and Drink,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.60 £,Two star(s)
Food and Drink,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25 £,One star(s)
Food and Drink,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16 £,Three star(s)
Food and Drink,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77 £,Three star(s)
Food and Drink,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55 £,One star(s)
Food and Drink,Barefoot Contessa Back to Basics,28.01 £,One star(s)
Food and Drink,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62 £,Five star(s)
Food and Drink,My Kitchen Year: 136 Recipes That Saved My Life,11.53 £,Two star(s)
Food and Drink,Everyday Italian: 125 Simple and Delicious Recipes,20.10 £,Five star(s)
Food and Drink,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77 £,One star(s)
Food and Drink,Cravings: Recipes for What You Want to Eat,20.50 £,Three star(s)
Food and Drink,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34 £,Four star(s)
Food and Drink,32 Yolks,53.63 £,Two star(s)
Food and Drink,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38 £,Five star(s)
Food and Drink,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01 £,Four star(s)
Food and Drink,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25 £,Two star(s)
Food and Drink,The Barefoot Contessa Cookbook,59.92 £,Five star(s)
Food and Drink,Better Homes and Gardens New Cook Book,39.61 £,Three star(s)
Food and Drink,The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05 £,Five star(s)
Food and Drink,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91 £,Five star(s)
Food and Drink,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66 £,Two star(s)
Food and Drink,The Smitten Kitchen Cookbook,23.59 £,One star(s)
Food and Drink,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32 £,Three star(s)
Food and Drink,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14 £,Three star(s)
Christian Fiction,Redeeming Love,20.47 £,Five star(s)
Christian Fiction,Close to You,49.46 £,Four star(s)
Christian Fiction,Shadows of the Past (Logan Point #1),39.67 £,Five star(s)
Christian Fiction,Like Never Before (Walker Family #2),28.77 £,Two star(s)
Christian Fiction,Counted With the Stars (Out from Egypt #1),17.97 £,Five star(s)
Christian Fiction,If I Run (If I Run #1),49.97 £,Four star(s)
Business,The Dirty Little Secrets of Getting Your Dream Job,33.34 £,Four star(s)
Business,The Third Wave: An Entrepreneur’s Vision of the Future,12.61 £,Five star(s)
Business,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.55 £,Three star(s)
Business,Shoe Dog: A Memoir by the Creator of NIKE,23.99 £,Two star(s)
Business,Made to Stick: Why Some Ideas Survive and Others Die,38.85 £,Five star(s)
Business,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14 £,One star(s)
Business,The Art of Startup Fundraising,21.00 £,Three star(s)
Business,Born for This: How to Find the Work You Were Meant to Do,21.59 £,Five star(s)
Business,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91 £,One star(s)
Business,"Rich Dad, Poor Dad",51.74 £,One star(s)
Business,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92 £,Three star(s)
Business,Rework,44.88 £,Two star(s)
Biography,Louisa: The Extraordinary Life of Mrs. Adams,16.85 £,Two star(s)
Biography,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15 £,Two star(s)
Biography,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55 £,One star(s)
Biography,Benjamin Franklin: An American Life,48.19 £,Three star(s)
Biography,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57 £,Three star(s)
Thriller,In Her Wake,12.84 £,One star(s)
Thriller,The Elephant Tree,23.82 £,Five star(s)
Thriller,Behind Closed Doors,52.22 £,Four star(s)
Thriller,You (You #1),43.61 £,Five star(s)
Thriller,The Guilty (Will Robie #4),13.82 £,Two star(s)
Thriller,The 14th Colony (Cotton Malone #11),39.24 £,One star(s)
Thriller,Give It Back,18.32 £,Two star(s)
Thriller,Killing Floor (Jack Reacher #1),31.49 £,Four star(s)
Thriller,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71 £,Three star(s)
Thriller,Far From True (Promise Falls Trilogy #2),34.93 £,Two star(s)
Thriller,The Travelers,15.77 £,One star(s)
Contemporary,When We Collided,31.77 £,One star(s)
Contemporary,Someone Like You (The Harrisons #2),52.79 £,Five star(s)
Contemporary,We Are All Completely Beside Ourselves,24.04 £,One star(s)
Spirituality,The Four Agreements: A Practical Guide to Personal Freedom,17.66 £,Five star(s)
Spirituality,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,32.24 £,Five star(s)
Spirituality,Chasing Heaven: What Dying Taught Me About Living,37.80 £,Two star(s)
Spirituality,If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91 £,One star(s)
Spirituality,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33 £,Two star(s)
Spirituality,A New Earth: Awakening to Your Life's Purpose,55.65 £,Five star(s)
Academic,Logan Kade (Fallen Crest High #5.5),13.12 £,Two star(s)
Self Help,Online Marketing for Busy Authors: A Step-By-Step Guide,46.35 £,One star(s)
Self Help,How to Be Miserable: 40 Strategies You Already Use,46.03 £,One star(s)
Self Help,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15 £,Three star(s)
Self Help,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08 £,Three star(s)
Self Help,How to Stop Worrying and Start Living,46.49 £,Five star(s)
Historical,All the Light We Cannot See,29.87 £,Five star(s)
Historical,The Girl You Left Behind (The Girl You Left Behind #1),15.79 £,One star(s)
Christian,(Un)Qualified: How God Uses Broken People to Do Big Things,54.00 £,Five star(s)
Christian,Crazy Love: Overwhelmed by a Relentless God,47.72 £,Two star(s)
Christian,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77 £,One star(s)
Suspense,Silence in the Dark (Logan Point #4),58.33 £,Three star(s)
Short Stories,The Grownup,35.88 £,One star(s)
Novels,Suzie Snowflake: One beautiful flake (a self-esteem story),54.81 £,Five star(s)
Health,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",49.05 £,Three star(s)
Health,"Eat Fat, Get Thin",54.07 £,Two star(s)
Health,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71 £,Five star(s)
Health,The Art and Science of Low Carbohydrate Living,52.98 £,Five star(s)
Politics,Libertarianism for Beginners,51.33 £,Two star(s)
Politics,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,52.65 £,Four star(s)
Politics,Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86 £,One star(s)
Cultural,Amid the Chaos,36.58 £,One star(s)
Erotica,Dark Notes,19.19 £,Five star(s)
Crime,The Long Shadow of Small Ghosts: Murder and Memory in an American City,10.97 £,One star(s)
